"store","websites","attribute_set","type","sku","has_options","name","url_key","msrp_enabled","msrp_display_actual_price_type","options_container","url_path","age","gallery","dimension","country_of_manufacture","price","special_price","cost","weight","msrp","color","visibility","featured","enable_googlecheckout","is_recurring","status","manufacturer","tax_class_id","description","short_description","faq","material","warnings","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites"
"admin","base","Default","simple","BBR-Navy9m-UN",0,"有機認證埃及棉-活力包屁衣(6-9M)","under-the-nile-short-sleeve-babybody-rugby-navy","Use config","Use config","Block after Info Column","under-the-nile-short-sleeve-babybody-rugby-navy.html",,,,"United States",610,740,,1,509,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>短袖連身包臀衣活動自如不用擔心露肚肚</li>
<li>肩部叉開設計容易穿脫換洗</li>
<li>越洗越柔軟，呵護寶寶細嫩肌膚</li>
<p></p>
<h3>尺寸：</h3>
<li>6到9個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","100% GOTS 認證有機埃及棉短袖連身包臀衣，舒適透氣吸汗，適合夏天穿著，有 6到9個月和12到18個月2種尺寸，藍白條紋花色穿著大方，可搭配相關服飾或其他服飾。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉-活力包屁衣(6-9M)",0,"simple",,
"admin","base","Default","simple","BBR-Navy18m-UN",0,"有機認證埃及棉-活力包屁衣(12-18M)","under-the-nile-short-sleeve-babybody-rugby-navy","Use config","Use config","Block after Info Column","under-the-nile-short-sleeve-babybody-rugby-navy-702.html",,,,"United States",610,740,,1,509,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>短袖連身包臀衣活動自如不用擔心露肚肚</li>
<li>肩部叉開設計容易穿脫換洗</li>
<li>越洗越柔軟，呵護寶寶細嫩肌膚</li>
<p></p>
<h3>尺寸：</h3>
<li>12到18個月   </li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","100% GOTS 認證有機埃及棉短袖連身包臀衣，舒適透氣吸汗，適合夏天穿著，有 6到9個月和12到18個月2種尺寸，藍白條紋花色穿著大方，可搭配相關服飾或其他服飾。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉-活力包屁衣(12-18M)",0,"simple",,
"admin","base","Default","simple","RWL-Navy-9mo-UN",0,"埃及有機認證棉! 寶寶反摺束腳長褲(6-9M)","under-the-nile-rolled-waist-leggings-navy-9mos","Use config","Use config","Block after Info Column","under-the-nile-rolled-waist-leggings-navy-9mos.html",,,,"United States",650,820,,1,539,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>有機認證，天然顏色素染</li>
<li>腰圍反翻可覆蓋胸腹部增加保暖度，反摺不易鬆落</li>
<li>鬆緊束腳保護腳踝</li>
<p></p>
<h3>尺寸：</h3>
<li>6到9個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","100% GOTS 認證有機埃及棉反摺束腳長褲，適合春夏穿著，舒適透氣吸汗，有 6到9個月和12到18個月2種尺寸，可搭配其他相關商品，是寶寶最佳的日常家居穿著。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"埃及有機認證棉! 寶寶反摺束腳長褲(6-9M)",0,"simple",,
"admin","base","Default","simple","RWL-Navy-18mo-UN",0,"埃及有機認證棉! 寶寶反摺束腳長褲(12-18M)","under-the-nile-rolled-waist-leggings-navy-18mos","Use config","Use config","Block after Info Column","under-the-nile-rolled-waist-leggings-navy-18mos.html",,,,"United States",650,820,,1,539,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>有機認證，天然顏色素染</li>
<li>腰圍反翻可覆蓋胸腹部增加保暖度，反摺不易鬆落</li>
<li>鬆緊束腳保護腳踝</li>
<p></p>
<h3>尺寸：</h3>
<li>12到18個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","100%有機棉寶寶反摺束腳長褲，適合春夏穿著，舒適透氣吸汗，有 6到9個月和12到18個月2種尺寸，可搭配其他相關商品，是寶寶最佳的日常家居穿著。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"埃及有機認證棉! 寶寶反摺束腳長褲(12-18M)",0,"simple",,
"admin","base","Default","simple","SH-Wht-12mo-UN",0,"有機認證埃及棉!小天使遮陽帽(3-12M)","under-the-nile-sun-hat-off-white-12mo","Use config","Use config","Block after Info Column","under-the-nile-sun-hat-off-white-12mo.html",,,,"United States",620,798,,1,524,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造</li>
<li>圓形寬邊帽緣可充分擋風遮陽</li>
<li>下巴綁帶調整沒有鬆緊帶勒緊現象</li>
<p></p>
<h3>尺寸：</h3>
<li>3到12個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","小女孩外出可愛又實用防曬圓帽，原棉白色，柔軟細緻，有機棉府綢處理穿戴舒適，有3-12個月和12-24個月2種尺寸選擇，可搭配洋裝,套裝,連身洋裝及玩偶等相關商品，送禮自用皆適合。",,,,6,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使遮陽帽(3-12M)",0,"simple",,
"admin","base","Default","simple","SH-Wht-18mo-UN",0,"有機認證埃及棉!小天使遮陽帽(12-24M)","under-the-nile-sun-hat-off-white-24mo","Use config","Use config","Block after Info Column","under-the-nile-sun-hat-off-white-24mo.html",,,,"United States",620,798,,1,524,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造</li>
<li>圓形寬邊帽緣可充分擋風遮陽</li>
<li>下巴綁帶調整沒有鬆緊帶勒緊現象</li>
<p></p>
<h3>尺寸：</h3>
<li>12到24個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","小女孩外出可愛又實用防曬圓帽，原棉白色，柔軟細緻，有機棉府綢處理穿戴舒適，有3-12個月和12-24個月2種尺寸選擇，可搭配洋裝,套裝,連身洋裝及玩偶等相關商品，送禮自用皆適合。",,,,7,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使遮陽帽(12-24M)",0,"simple",,
"admin","base","Default","simple","2PCPOPLINWHT-12M-UN",0,"有機認證埃及棉!小天使衣褲組(12m)","under-the-nile-2-pc-poplin-white-12mo","Use config","Use config","Block after Info Column","under-the-nile-2-pc-poplin-white-12mo.html",,,,"United States",1295,1563,,1,1078,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造，越洗越軟</li>
<li>一套衣服多重使用，物超所值</li>
<li>寬鬆舒適長褲長大可當7分褲</li>
<p></p>
<h3>尺寸：</h3>
<li>6到12個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","可愛無袖套裝，蕾絲花邊滾邊美麗又大方，原棉白色，柔軟舒適，背心上衣可依季節不同外穿、內搭或外搭長袖或短袖上衣，寬鬆舒適的褲子小時是9分長褲，長大可當7分褲，甚至可延長當及膝短褲. 有3種尺寸選擇，送禮自用皆適宜。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使衣褲組(12m)",0,"simple",,
"admin","base","Default","simple","2PCPOPLINWHT-18M-UN",0,"有機認證埃及棉!小天使衣褲組(18m)","under-the-nile-2-pc-poplin-white-18mo","Use config","Use config","Block after Info Column","under-the-nile-2-pc-poplin-white-18mo.html",,,,"United States",1295,1563,,1,1078,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造，越洗越軟</li>
<li>一套衣服多重使用，物超所值</li>
<li>寬鬆舒適長褲長大可當7分褲</li>
<p></p>
<h3>尺寸：</h3>
<li>12到18個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","可愛無袖套裝，蕾絲花邊滾邊美麗又大方，原棉白色，柔軟舒適，背心上衣可依季節不同外穿、內搭或外搭長袖或短袖上衣，寬鬆舒適的褲子小時是9分長褲，長大可當7分褲，甚至可延長當及膝短褲. 有3種尺寸選擇，送禮自用皆適宜。",,,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使衣褲組(18m)",0,"simple",,
"admin","base","Default","simple","2PCPOPLINWHT-24M-UN",0,"有機認證埃及棉!小天使衣褲組(24m)","under-the-nile-2-pc-poplin-white-24mo","Use config","Use config","Block after Info Column","under-the-nile-2-pc-poplin-white-24mo.html",,,,"United States",1295,1563,,1,1078,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造，越洗越軟</li>
<li>一套衣服多重使用，物超所值</li>
<li>寬鬆舒適長褲長大可當7分褲</li>
<p></p>
<h3>尺寸：</h3>
<li>18到24個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","可愛無袖套裝，蕾絲花邊滾邊美麗又大方，原棉白色，柔軟舒適，背心上衣可依季節不同外穿、內搭或外搭長袖或短袖上衣，寬鬆舒適的褲子小時是9分長褲，長大可當7分褲，甚至可延長當及膝短褲. 有3種尺寸選擇，送禮自用皆適宜。",,,,4,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使衣褲組(24m)",0,"simple",,
"admin","base","Default","simple","I10-816-305-TG-UN",0,"有機認證埃及棉!夏季花朵肩帶連身褲(6-9m)","under-the-nile-summer-romper-floral-print-pink-9mo","Use config","Use config","Block after Info Column","under-the-nile-summer-romper-floral-print-pink-9mo.html",,,,"United States",1075,1302,,1,898,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>連身包屁設計方便換洗尿布，寶寶不會因活動而露肚肚</li>
<li>一套衣服多重使用，物超所值</li>
<li>100% GOTS 認證有機埃及棉製造，越洗越柔軟</li>
<p></p>
<h3>尺寸：</h3>
<li>6到9個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","夏季小女孩超可愛花朵肩帶連身褲，柔軟舒適，彩花圖案高雅大方。肩帶可調整長度，夏天直接外穿，春秋當背心褲，可內搭或外搭長短袖上衣，送禮自用皆適宜。",,,,5,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!夏季花朵肩帶連身褲(6-9m)",0,"simple",,
"admin","base","Default","simple","RDBlmr-Wht-6mo-UN",0,"有機認證埃及棉!小天使肩帶連身包屁篷篷洋裝(3-6m)","under-the-nile-ruffle-dress-with-bloomer-off-white-6mo","Use config","Use config","Block after Info Column","under-the-nile-ruffle-dress-with-bloomer-off-white-6mo.html",,,,"United States",1075,1302,,1,898,,"Catalog, Search","No","Yes","No","Enabled","Under The Nile","None","<span style=""font-size:12px;"">
<h3>產品特色：</h3>
<li>100% GOTS 認證有機埃及棉製造，越洗越柔軟</li>
<li>連身包屁設計方便換洗尿布，寶寶不會因活動而露肚肚</li>
<li>一套衣服多重使用，物超所值</li>
<p></p>
<h3>尺寸：</h3>
<li>3到6個月</li>
<h3>材質：</h3>
<li>100%埃及認證有機棉</li>
<p></p>
<h3>洗滌方式：</h3>
<li>可洗衣機洗滌,低溫烘乾</li>","超可愛連身包屁篷篷洋裝，蕾絲簍空花邊，美麗又大方，原棉白色，柔軟細緻，穿著舒適，肩帶可調整長度，夏天可直接外穿，春秋當背心裙，可內搭或外搭長短袖上衣，有3-6和6-9個月2種尺寸，送禮自用皆適宜。",,,,3,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"有機認證埃及棉!小天使肩帶連身包屁篷篷洋裝(3-6m)",0,"simple",,
